Q1-Location,Q2-Price,Rooms,0,Bathrooms,Car Parks,Q6-Property Type,Q8-Furnishing
6,6,4,1,3,3,9,2
20,134,2,1,3,2,12,2
15,296,1,0,2,1,1,1
22,190,2,0,2,1,1,
32,207,3,0,2,2,1,2
11,6,4,1,4,3,12,1
31,384,3,0,2,2,11,2
4,300,3,0,2,2,12,2
1,23,3,1,3,2,16,1
1,19,2,0,2,1,1,1
16,52,4,0,3,,7,
1,32,2,1,3,2,11,2
34,162,5,2,7,,2,1
29,213,3,0,2,1,1,1
29,65,3,0,2,1,1,3
29,385,2,0,2,1,1,2
5,386,1,1,1,1,16,2
5,79,3,1,3,3,24,2
5,52,1,1,2,1,16,2
11,43,4,1,4,2,12,
11,43,3,1,3,2,12,
11,145,3,1,3,,12,
14,111,2,0,2,2,1,
1,387,3,0,3,1,1,1
23,129,1,1,1,1,14,1
25,17,3,0,2,,12,
25,116,3,0,2,,12,
1,39,2,0,1,1,12,
1,388,2,0,2,2,12,
20,389,3,1,3,2,12,2
11,78,2,0,2,,1,1
20,390,2,0,2,2,12,2
16,391,3,0,2,,26,2
16,392,3,0,3,,7,3
40,393,3,0,2,2,14,3
23,1,3,0,2,2,26,2
23,394,5,0,5,8,2,2
4,395,3,0,2,1,28,2
4,396,4,0,3,4,18,
4,397,3,0,2,1,3,1
7,398,1,0,1,1,3,2
5,299,3,0,2,2,12,2
1,399,1,0,1,,11,2
1,399,1,0,1,,11,2
1,114,1,1,2,1,11,2
1,114,1,1,2,1,11,2
1,151,1,1,2,1,11,2
1,33,3,1,5,2,16,2
11,4,3,0,2,1,12,1
18,400,3,1,2,2,12,2
11,320,4,1,5,3,3,2
11,401,2,0,2,,1,2
11,402,4,1,6,3,3,2
11,74,2,0,2,,1,2
11,170,4,1,5,,3,2
11,283,3,1,5,,3,1
11,403,5,1,6,,12,2
11,404,3,0,4,2,12,3
11,202,4,1,5,,3,2
34,192,7,0,9,,10,2
11,14,4,1,5,,3,2
11,167,4,1,5,,3,2
11,405,4,1,6,3,3,2
11,182,5,1,6,,20,2
11,24,4,1,5,,3,1
12,144,4,1,6,2,13,1
12,146,4,1,5,,10,2
12,81,3,1,3,,7,2
12,27,5,1,5,,13,2
36,406,5,0,5,4,32,2
36,407,5,0,5,4,32,2
42,147,4,1,3,,7,2
12,109,4,1,5,,13,2
2,107,4,0,3,2,7,2
42,116,3,1,4,,35,2
42,147,5,1,5,,20,2
11,408,4,1,6,3,3,2
23,27,5,0,3,2,7,2
12,16,6,1,6,,9,2
12,115,2,0,2,2,3,2
12,113,3,1,5,,19,2
12,1,2,0,2,2,3,2
12,177,3,1,4,2,3,1
12,283,3,1,4,,7,2
12,70,2,1,3,,12,1
12,27,4,2,5,,37,2
12,73,3,1,4,3,13,2
12,73,3,1,4,,7,2
12,79,3,1,3,3,14,2
12,79,3,1,4,2,3,2
23,231,3,0,2,1,14,2
2,144,4,1,5,2,29,2
2,38,2,1,2,1,3,2
2,32,3,1,4,3,1,2
2,123,1,0,1,1,1,2
16,409,,,,2,3,2
1,238,4,2,5,,12,2
45,410,3,1,4,,43,2
33,411,4,0,2,,16,2
1,412,4,0,3,,12,2
29,413,3,0,2,,1,2
11,414,5,0,5,,12,2
41,415,3,0,2,,29,2
12,6,4,1,5,,19,2
12,78,3,1,3,,12,1
12,47,2,0,3,1,12,1
12,24,4,1,5,,18,2
12,100,4,1,6,2,13,2
12,138,4,1,5,,37,1
12,18,3,1,4,,37,2
12,178,3,1,4,,37,2
12,51,5,1,6,,13,2
12,416,4,0,5,,19,2
12,109,4,1,5,,37,2
12,372,4,1,6,,37,2
12,32,3,1,5,,18,2
12,417,5,1,6,,37,2
12,45,4,1,6,,37,2
11,66,3,1,2,2,14,2
12,173,3,1,3,,37,2
12,140,5,2,7,,2,2
12,173,3,0,3,,20,2
12,108,2,1,2,,12,1
12,373,5,1,6,,46,2
12,178,4,1,4,,5,2
12,418,6,1,9,,47,2
12,43,3,1,3,,12,2
12,115,3,0,2,,12,2
12,316,3,0,2,,12,2
12,147,2,1,2,2,3,2
12,51,6,1,6,,4,2
12,74,2,1,2,2,12,2
12,160,3,1,3,,12,2
12,123,3,1,3,2,12,1
12,419,3,0,2,2,12,1
11,420,3,1,4,,12,1
12,4,1,1,1,,12,1
12,147,3,1,3,,13,2
12,197,3,1,4,,12,1
11,421,4,1,5,3,12,2
3,422,3,1,5,2,12,4
11,202,4,1,5,3,12,1
11,181,4,1,6,3,12,2
11,161,4,1,6,3,12,2
11,338,4,1,6,3,12,1
3,423,3,1,5,2,12,4
12,6,4,1,6,2,37,2
12,37,2,0,1,2,14,2
12,424,,,,,38,
12,116,2,1,3,,14,1
12,425,3,2,6,,20,3
12,114,3,1,4,,12,2
12,426,,,,,38,1
12,108,2,1,2,,12,1
12,427,5,1,7,2,37,2
12,177,3,1,3,,12,1
12,70,2,0,2,2,12,1
12,103,6,1,9,2,46,2
11,92,4,1,5,3,12,1
12,428,,,,,38,1
12,157,3,1,4,,18,2
12,429,3,1,3,,37,2
12,81,3,1,3,,18,1
12,430,3,1,2,2,12,4
12,431,2,1,2,2,12,3
12,432,3,1,2,,12,3
12,433,1,0,1,,12,1
12,434,2,1,2,,12,1
12,435,1,1,1,,12,1
12,79,2,2,3,,12,1
12,160,3,1,4,2,12,2
12,18,3,1,3,,14,1
12,34,3,1,4,2,7,2
24,18,2,1,3,1,1,1
12,436,3,1,3,2,18,2
12,437,5,2,6,,2,2
12,237,3,0,2,,18,2
12,27,5,1,6,,13,2
12,73,3,1,4,,18,1
12,438,3,1,5,,18,2
12,439,2,0,2,,12,1
12,44,4,1,5,,37,2
12,99,4,1,5,,13,2
12,114,3,1,3,,12,1
12,123,2,0,2,,12,4
12,73,5,1,6,5,47,2
12,123,2,0,2,,12,2
12,373,5,1,5,5,46,2
12,114,3,1,4,2,12,2
12,114,4,1,3,,12,1
12,237,4,1,4,,21,2
12,440,,,,,38,1
46,78,2,1,2,,3,1
11,48,4,1,4,2,12,2
33,178,5,0,5,,2,2
1,17,3,1,4,,12,1
6,35,4,1,5,3,1,2
6,18,2,1,3,2,16,2
6,178,3,1,5,2,16,3
6,87,2,1,3,2,1,2
6,441,5,1,,,2,2
6,264,5,0,3,,4,2
2,394,,,,,2,
6,67,5,1,6,,2,2
6,442,6,1,9,,10,2
13,38,3,0,2,,14,1
20,443,3,0,3,2,14,3
20,80,3,0,3,1,14,3
16,231,4,0,3,2,18,2
11,181,4,1,4,3,12,1
20,444,,,,2,14,3
40,47,4,0,3,2,18,2
40,25,3,0,2,2,18,2
3,445,4,0,3,3,12,2
12,60,3,0,3,2,7,
20,356,2,1,2,1,14,3
15,446,3,1,3,,3,3
20,297,3,1,4,2,3,3
20,447,3,0,3,3,14,2
11,43,4,1,4,2,14,2
15,448,1,0,2,1,17,2
46,79,3,0,2,,3,1
5,445,3,0,2,2,1,1
5,4,3,0,2,2,1,3
20,110,3,0,2,1,3,1
11,78,3,0,2,2,3,2
24,147,2,1,3,2,16,1
24,114,2,1,3,2,1,1
24,168,1,0,1,,16,1
15,449,3,1,3,2,12,2
24,34,2,1,3,2,16,2
16,115,,,3,,19,2
16,115,6,0,5,,13,2
16,43,5,1,6,,9,3
16,231,4,0,3,,7,2
22,141,3,0,2,1,12,
11,176,3,1,4,,12,2
12,272,7,1,7,4,10,2
12,70,3,1,2,2,3,2
12,107,3,1,4,3,7,2
12,140,7,0,7,10,8,2
12,450,2,1,3,2,14,2
12,27,5,1,4,3,7,2
12,18,3,0,,2,14,1
12,34,4,1,5,,7,2
12,116,2,0,2,2,14,2
12,451,4,1,5,3,13,1
12,180,7,1,8,,23,2
12,452,3,1,3,3,3,1
12,38,2,0,1,2,14,2
12,235,3,0,3,2,13,2
12,389,1,1,1,2,14,2
12,202,5,0,6,5,21,2
12,27,5,1,6,,13,2
12,202,4,1,5,,13,3
12,292,6,1,6,10,8,2
12,123,3,1,3,2,14,2
3,52,1,0,1,3,11,1
12,144,4,1,4,,13,2
12,144,5,1,6,,13,2
12,173,3,0,3,2,13,2
12,43,3,0,3,2,13,2
42,32,5,1,5,6,9,1
42,62,5,1,5,,20,2
11,95,4,1,5,,12,2
42,157,5,1,4,4,44,2
17,190,3,0,2,1,6,2
22,453,4,0,2,3,12,
5,25,3,0,2,2,14,2
16,454,2,1,2,1,12,2
42,145,5,0,5,4,44,2
11,455,3,0,2,2,3,2
1,238,5,0,6,,3,4
45,410,3,1,4,,43,4
1,441,3,1,3,2,11,1
11,414,4,1,5,,12,4
1,412,3,0,4,,12,4
33,9,4,0,4,,4,3
33,84,5,1,7,6,2,2
19,116,4,0,3,,19,2
33,202,5,2,7,,10,4
30,456,2,0,2,,18,
11,115,3,1,2,2,12,1
11,106,4,1,3,4,12,1
11,114,4,1,5,2,12,2
11,115,3,1,3,2,12,2
12,250,1,1,1,1,14,1
12,283,3,1,3,,12,2
12,184,5,1,7,2,37,2
12,19,3,1,3,2,12,2
12,87,2,1,3,1,14,1
12,103,5,1,7,,37,2
12,95,4,1,6,,37,2
12,435,1,1,1,,12,2
12,457,2,0,2,,12,2
12,7,3,1,4,,12,1
12,18,2,2,3,,12,2
12,95,4,1,6,2,37,2
15,108,3,1,4,3,3,2
12,95,5,1,6,,7,4
12,144,5,1,6,,39,2
11,1,3,0,2,,12,1
12,368,6,0,6,,34,1
12,178,3,1,4,,13,2
38,19,4,1,5,2,9,2
6,259,3,0,2,1,12,2
6,458,3,1,4,2,12,2
6,259,3,0,2,1,12,
8,147,5,1,4,4,19,2
6,61,3,0,2,1,12,2
6,123,3,1,3,2,12,2
6,19,2,1,2,2,1,1
23,384,1,0,1,1,1,1
5,129,,,,3,12,3
30,341,3,1,3,2,14,3
47,25,3,0,2,1,12,
1,459,2,0,2,1,11,1
20,435,2,0,2,1,12,2
20,460,3,0,3,2,12,2
32,74,3,1,4,2,12,
32,461,3,0,2,2,12,3
32,297,3,1,2,2,12,2
11,247,1,0,1,1,45,2
14,391,3,1,4,3,3,2
1,90,1,0,1,,1,1
11,147,3,0,4,,3,1
5,299,3,0,3,2,14,3
11,231,2,0,2,1,45,1
1,36,4,0,5,3,3,2
1,54,4,0,5,3,12,2
1,17,3,1,4,2,3,2
1,6,3,1,4,2,16,2
11,70,3,1,3,2,14,1
11,250,2,0,1,,12,1
6,404,2,1,3,2,1,1
6,462,3,2,4,2,16,2
11,231,3,1,3,2,1,1
15,80,3,0,2,,14,2
11,463,5,1,5,3,12,2
16,361,3,0,2,1,14,2
45,410,4,0,3,,12,2
11,414,5,0,4,,12,2
1,238,5,0,4,,12,2
1,464,4,0,3,,12,2
16,115,5,0,6,5,20,2
1,465,5,1,5,,1,2
1,36,4,1,4,,12,2
1,465,5,1,5,,1,3
1,299,1,0,1,,1,
1,51,4,1,4,3,12,2
1,178,3,1,4,3,1,2
1,47,1,1,1,1,1,1
1,74,2,1,2,,1,1
16,204,3,0,2,,48,
23,129,1,1,1,1,12,1
25,466,1,0,1,,1,1
29,285,3,0,2,1,12,1
25,74,2,0,1,,1,1
30,96,4,0,3,,18,
5,122,3,0,2,2,3,2
1,85,4,1,5,3,15,1
15,66,3,1,4,,14,1
23,467,2,0,1,1,16,1
5,177,5,0,4,2,20,1
5,145,5,0,4,,20,2
15,80,3,1,2,4,7,3
5,392,3,0,2,,14,1
23,115,3,0,2,,26,3
32,401,3,1,4,2,3,2
32,461,3,0,2,2,3,2
5,468,4,1,3,,12,4
16,469,4,0,2,,26,2
33,6,6,1,7,2,34,2
23,470,,,,,49,
16,391,3,0,2,,26,3
30,392,3,1,4,,14,2
16,392,3,0,2,2,26,2
16,1,4,0,4,,13,1
30,97,3,0,3,,7,1
1,471,1,0,1,,11,2
19,107,4,1,5,3,13,2
15,149,3,1,4,2,3,1
1,231,2,0,2,1,15,1
5,53,3,0,2,2,3,2
15,255,2,0,2,1,16,1
11,108,1,0,1,1,45,1
6,250,2,0,2,1,11,2
6,108,3,0,2,,11,1
5,468,3,0,2,,12,2
45,472,2,0,1,1,3,1
3,473,1,1,1,1,11,2
15,357,3,0,2,,12,2
5,378,7,1,8,,2,1
4,474,3,0,2,1,28,2
4,475,2,0,2,2,14,3
5,129,3,0,2,2,14,3
21,476,4,1,5,3,24,2
21,215,4,0,4,3,24,1
15,452,5,0,3,,8,2
5,436,6,1,5,,22,2
7,477,5,0,4,,20,2
5,62,6,0,5,,22,2
5,43,5,0,4,,20,2
5,137,3,0,2,2,16,3
8,122,3,1,3,1,1,1
11,478,4,1,6,3,3,2
29,413,3,0,2,,16,4
3,116,3,0,3,2,12,2
23,103,6,0,5,,2,
11,392,3,0,2,1,12,1
10,93,4,1,5,3,3,1
20,126,1,2,2,,1,
4,479,2,0,2,2,14,3
2,480,8,0,12,13,2,
2,481,5,2,9,8,2,1
25,4,3,0,3,,1,
12,178,4,1,4,2,5,2
48,115,3,1,2,2,1,2
48,461,2,0,2,2,16,2
48,52,2,0,2,2,1,1
48,74,2,0,2,2,11,2
33,71,2,0,2,1,1,2
11,31,3,1,3,,12,1
1,108,2,2,4,,16,1
1,104,3,1,4,,16,2
1,80,1,0,2,,11,2
1,449,2,1,3,,1,3
1,38,3,1,4,2,11,2
20,443,3,0,3,2,12,2
20,47,3,1,4,2,12,2
20,392,2,1,3,1,12,2
20,74,3,1,4,2,12,2
20,61,3,1,4,2,12,2
15,341,4,0,4,2,15,1
32,154,3,1,4,2,15,2
25,482,3,0,2,2,1,1
32,108,3,1,4,2,15,2
15,74,3,1,4,2,12,3
14,483,4,1,5,4,34,2
15,38,2,2,2,2,15,3
16,1,6,0,4,,19,
29,71,3,0,2,1,1,2
4,316,5,0,5,4,13,2
23,484,4,1,6,3,3,2
23,485,3,1,5,3,3,2
23,486,4,1,6,3,3,2
23,487,4,1,6,4,3,2
16,488,3,0,2,1,14,2
11,489,6,1,5,5,4,1
11,32,4,0,4,4,46,1
16,490,6,0,5,6,10,2
16,147,5,0,4,5,19,2
16,7,5,1,5,3,4,2
30,68,5,0,5,2,13,2
11,36,5,0,5,3,4,1
40,9,6,0,4,2,19,2
23,,3,0,3,1,7,2
15,445,3,1,3,2,14,2
30,491,2,0,2,,7,2
3,41,3,0,2,2,3,3
23,452,3,0,3,1,7,2
5,66,3,0,2,2,1,2
5,80,3,0,2,2,1,2
5,492,2,0,2,1,1,2
5,493,1,1,1,1,11,2
5,494,4,1,5,3,24,2
21,94,3,0,2,1,12,1
14,234,2,1,2,2,11,2
4,474,3,0,2,1,28,2
14,25,3,0,2,2,3,1
15,495,3,2,4,3,14,2
20,392,2,1,3,1,12,3
20,71,2,0,2,1,12,2
5,134,3,1,3,2,3,3
1,93,4,1,6,2,3,2
1,95,4,1,6,2,3,2
11,496,3,1,4,3,12,2
1,497,2,0,2,2,3,1
4,15,6,0,6,4,34,3
32,191,5,0,3,3,3,2
47,122,1,0,1,,11,1
11,146,5,2,7,,29,2
1,54,4,2,6,,3,2
11,54,4,2,6,3,3,2
24,100,3,1,4,,3,2
24,167,3,1,5,,3,2
24,185,4,2,5,,3,2
11,34,4,2,6,3,3,2
1,342,3,1,5,3,3,1
11,24,4,2,6,,3,2
11,405,4,1,6,,3,2
1,44,3,1,4,2,16,2
11,27,4,2,6,3,3,2
1,7,2,0,2,1,1,2
1,36,4,2,6,,3,2
11,34,4,2,6,,3,2
1,138,3,1,2,,14,2
11,260,4,2,6,3,3,2
11,73,4,1,6,3,3,2
5,107,6,0,6,,37,
29,498,3,0,2,,1,2
1,36,4,1,6,3,3,2
1,36,4,1,6,3,3,1
11,499,4,1,5,3,3,2
11,500,4,1,5,,12,
11,16,4,1,5,,3,1
11,501,4,1,5,,3,2
16,37,6,0,4,2,20,3
3,108,3,1,4,,3,2
3,17,3,1,,,3,2
3,502,4,1,5,,3,2
3,40,3,0,3,,12,2
3,1,4,1,4,,3,2
3,362,3,1,4,,12,1
19,87,4,1,4,2,18,2
29,503,3,0,2,1,11,3
21,186,1,1,2,1,1,1
21,504,3,1,4,2,1,1
21,494,2,1,3,1,1,1
11,115,3,0,2,2,12,2
5,80,3,0,2,2,11,2
33,505,5,1,7,3,8,2
22,1,3,0,3,,43,
3,82,3,1,5,2,14,2
10,144,3,2,5,4,3,1
3,94,4,1,6,2,14,2
11,48,4,1,4,2,12,2
5,299,3,0,3,2,12,3
1,231,2,0,1,2,16,1
1,506,4,1,5,4,12,2
22,507,3,0,1,,28,
22,508,2,0,1,1,28,
14,509,3,0,2,,11,1
33,114,5,1,6,3,8,2
3,3,3,1,5,2,14,2
2,32,4,1,5,4,41,
10,18,4,0,4,1,12,1
6,87,4,0,3,2,7,2
2,208,6,0,7,4,2,
6,10,4,0,3,3,18,2
6,93,4,1,3,4,5,1
2,151,4,0,3,3,7,2
15,95,6,1,7,5,2,1
10,200,6,0,6,4,4,2
49,510,,,,,38,
23,240,7,1,7,6,2,2
5,299,3,0,3,2,3,2
11,176,4,1,7,3,3,2
1,204,1,0,1,,1,1
14,213,2,1,2,2,16,2
14,511,1,0,1,1,16,2
22,190,3,0,2,,1,
22,126,2,0,2,2,1,
22,61,3,2,2,1,38,
1,178,4,0,,,1,
1,202,3,1,3,2,1,2
16,300,3,0,3,1,20,2
5,116,3,1,3,2,12,
42,1,3,1,4,,50,2
11,77,3,1,3,,12,1
12,394,5,2,7,,46,2
12,116,2,1,3,2,14,1
12,178,3,1,5,,13,2
11,213,1,0,1,1,16,1
40,12,5,1,5,,4,2
11,512,1,0,1,1,11,1
32,244,3,0,2,2,3,3
32,108,3,1,4,2,3,3
20,392,2,0,2,1,14,2
20,320,5,1,6,4,3,3
20,231,3,1,4,2,3,2
20,134,2,1,3,1,14,3
15,512,2,0,2,,14,3
4,513,1,0,2,1,17,2
20,514,3,1,4,1,3,2
20,79,4,1,5,2,14,3
20,384,2,1,3,1,14,3
20,37,3,1,5,2,3,3
5,116,5,0,4,,13,
4,515,2,0,2,1,1,
22,299,3,0,2,2,12,2
22,385,4,0,2,2,12,3
20,516,3,1,4,1,12,1
1,144,2,0,1,1,11,2
20,392,2,1,3,1,12,1
20,134,2,0,2,1,12,2
4,73,5,0,5,,8,2
4,517,3,0,2,1,35,2
4,26,2,1,2,1,12,1
4,277,3,0,2,1,12,2
5,449,4,0,3,,18,2
22,300,3,0,2,2,16,1
14,518,2,0,2,2,11,2
18,519,1,0,1,,11,1
46,1,2,1,2,,3,1
4,282,2,0,2,2,12,2
1,520,1,0,1,,1,1
24,521,1,0,1,1,1,1
1,80,1,1,1,1,16,2
6,522,3,0,2,1,16,1
6,435,2,0,2,1,16,1
1,116,2,0,2,,12,
32,461,3,0,2,2,12,
22,207,3,0,2,2,1,
14,271,2,0,2,1,1,1
19,62,3,1,4,,33,2
32,336,3,1,4,4,12,
19,107,4,1,5,,37,
32,1,3,1,4,3,12,3
29,188,3,0,2,1,1,2
29,393,2,0,2,1,1,2
22,236,3,1,2,,1,
10,162,4,2,6,4,2,1
2,312,7,1,11,,2,
23,240,6,1,7,,2,2
10,162,7,1,9,6,10,2
20,80,3,1,3,1,12,3
1,178,3,1,4,2,1,1
4,448,3,0,2,1,1,2
4,178,4,2,4,5,2,
15,65,3,0,2,2,16,2
25,392,2,0,2,1,16,1
1,38,2,0,2,,30,1
1,35,2,1,2,1,16,2
1,48,2,1,1,,16,1
1,523,2,1,2,,1,2
1,37,1,1,1,,11,1
1,149,1,1,1,,11,1
1,17,2,1,2,1,14,2
11,151,3,1,3,3,3,2
22,524,3,1,3,2,12,2
32,297,3,2,3,2,3,2
22,41,3,0,3,2,12,2
32,244,3,0,2,2,14,3
22,61,4,0,3,2,7,2
22,250,3,1,4,3,12,2
30,111,3,1,3,2,12,1
32,74,3,1,4,2,3,3
22,290,3,1,3,2,12,2
22,525,5,1,5,3,29,3
22,526,4,1,5,3,3,
11,332,3,1,4,3,3,2
12,527,3,1,4,3,18,2
18,384,1,0,1,1,1,1
16,70,6,0,6,2,39,2
16,154,3,0,2,4,51,2
42,336,5,1,4,4,20,1
12,528,2,1,2,2,12,2
12,156,7,1,9,6,46,2
22,529,4,0,2,2,12,
12,530,2,0,2,2,3,2
12,238,3,0,3,3,18,2
12,27,7,0,6,4,13,2
4,219,3,1,3,2,11,2
12,531,2,0,2,2,14,2
12,62,3,1,3,2,39,2
42,116,3,1,4,,35,2
15,477,3,2,4,3,14,1
12,19,3,2,4,2,35,2
15,371,3,0,2,,14,3
6,127,4,0,3,2,7,1
12,283,4,0,4,2,7,2
4,532,4,0,4,,39,
3,533,3,0,2,1,12,2
16,65,3,1,2,3,16,2
3,53,2,1,2,2,1,2
3,534,3,0,2,2,1,
23,2,5,1,6,,2,2
23,441,,,,,8,3
23,441,5,1,4,,8,2
23,309,5,2,4,,2,2
23,359,5,2,5,,2,2
2,229,6,0,6,,2,2
23,535,4,1,4,,12,2
23,536,4,1,5,,12,2
23,537,3,1,5,4,12,2
23,538,4,1,6,,12,2
23,539,4,2,7,,12,2
34,32,5,1,6,,4,1
5,80,3,0,2,2,1,2
5,36,4,2,6,4,12,
5,6,4,0,4,3,3,
12,95,3,1,3,2,22,2
12,108,2,1,3,2,14,1
12,108,2,0,1,2,14,2
12,176,3,1,4,3,37,3
12,106,3,1,4,2,18,2
12,94,3,1,3,2,12,1
12,323,,,,2,52,2
30,108,3,1,4,2,12,2
30,111,3,0,2,2,12,2
15,393,1,0,2,1,1,2
11,512,1,0,1,1,11,1
11,147,3,1,3,2,12,2
11,118,2,0,2,1,16,1
22,300,3,0,2,2,11,1
22,300,3,0,2,2,11,1
15,234,2,0,2,2,1,2
22,54,6,1,7,,10,2
1,540,3,1,5,2,3,2
1,541,3,1,5,2,3,2
1,542,4,1,6,2,3,2
1,61,1,1,1,1,16,1
1,471,3,1,4,2,3,1
3,543,3,1,4,2,3,2
1,36,3,1,5,2,3,2
1,93,3,1,5,3,3,2
11,41,2,0,2,1,12,1
45,544,3,0,2,1,11,3
3,82,3,1,5,2,3,2
3,545,3,1,4,2,3,2
12,77,3,1,3,2,12,2
11,139,3,1,3,2,12,1
22,546,3,0,2,1,6,2
16,107,5,1,6,5,9,3
16,115,6,0,6,3,20,1
16,129,3,0,2,2,26,2
30,111,3,0,2,2,12,2
1,48,2,1,2,2,1,
11,392,1,0,1,1,16,1
11,147,3,1,3,,12,4
1,115,2,0,2,1,1,1
15,134,2,0,2,1,12,1
14,213,2,1,2,2,11,2
12,17,3,1,3,2,3,1
12,18,3,1,3,2,3,1
12,79,3,1,3,2,14,2
12,449,2,0,1,2,14,1
22,509,3,0,2,1,1,2
20,71,2,0,2,1,12,2
12,547,3,1,3,2,14,1
12,37,3,0,2,2,14,2
12,19,3,1,3,2,12,1
16,20,3,0,2,1,14,2
6,93,5,0,3,2,19,2
4,548,4,0,3,4,7,2
4,194,3,0,2,2,35,3
22,549,4,1,3,5,19,2
8,79,6,0,4,4,13,2
8,191,5,0,3,3,20,2
4,8,3,0,2,1,11,2
12,73,3,1,5,3,13,2
12,106,3,1,4,2,7,1
12,70,2,0,2,2,12,1
12,95,4,1,5,2,13,1
11,54,4,1,6,3,12,
1,107,1,1,2,1,1,
11,178,4,1,6,3,12,
5,80,3,0,2,2,1,1
11,283,3,1,4,3,12,
11,178,4,1,6,3,12,
11,375,4,1,6,3,12,
11,73,4,1,6,3,12,
4,550,2,0,2,1,1,2
11,160,3,1,4,2,12,2
11,145,4,1,5,,12,1
14,79,6,0,5,,37,1
1,386,2,1,2,,1,1
25,116,2,0,2,,16,1
22,207,3,1,2,2,11,3
45,357,4,0,2,2,35,2
22,435,4,0,3,2,7,2
12,151,3,1,4,2,3,3
15,190,1,0,2,1,17,
45,134,4,0,3,2,35,2
24,77,2,0,2,1,1,1
1,34,5,0,5,2,1,2
1,223,2,1,2,2,1,2
16,231,5,0,3,2,7,2
16,299,3,0,2,2,26,3
34,25,2,0,2,,1,1
45,364,3,0,3,,35,2
30,296,3,0,2,1,6,2
1,386,2,1,2,,1,1
15,190,1,0,2,1,1,1
30,434,3,1,4,2,3,2
30,47,3,0,2,2,3,2
30,149,3,0,2,3,3,2
5,551,4,0,3,3,12,2
22,141,3,0,1,1,6,2
22,552,3,0,2,1,14,2
22,456,3,0,2,2,14,2
22,546,3,0,2,1,3,3
32,448,3,0,2,1,20,3
16,549,4,0,3,3,7,2
22,385,3,0,2,2,7,
32,188,3,0,2,2,7,2
22,188,3,0,3,1,7,2
5,258,5,0,4,,21,2
33,78,6,1,7,,13,3
19,17,4,1,4,2,7,2
11,553,,,,,53,4
1,61,2,1,2,,1,2
5,554,3,0,2,1,15,2
15,431,2,0,2,1,12,1
50,555,4,0,3,,7,2
23,556,4,1,6,5,12,2
23,240,4,1,6,5,12,
10,557,4,2,8,6,2,2
10,162,7,1,8,8,2,2
10,557,6,1,9,5,8,2
29,383,1,0,1,1,11,2
15,154,3,1,4,2,3,3
15,456,3,0,2,1,1,
11,283,3,1,4,,12,1
33,529,1,0,1,1,14,2
11,77,3,2,5,3,3,1
11,95,4,1,6,,12,2
11,558,4,2,6,3,3,
11,62,3,1,4,2,3,2
11,34,4,1,6,3,3,2
1,559,3,1,4,2,3,2
11,116,3,0,2,1,3,2
11,560,3,1,4,2,3,2
11,48,3,1,4,2,3,2
1,77,4,1,6,2,3,2
11,561,3,1,4,2,3,2
1,562,3,1,5,2,3,
11,178,4,2,6,3,3,2
20,563,2,1,2,1,14,2
22,90,4,0,2,2,12,2
22,53,2,1,2,2,12,2
22,564,3,0,2,1,12,2
1,237,2,1,2,,1,1
1,1,1,0,1,1,1,1
1,283,2,1,2,,1,1
51,565,3,0,2,1,6,2
4,566,3,0,2,,6,2
29,207,1,0,1,1,11,2
29,381,2,0,2,1,11,2
22,503,3,0,2,,12,1
4,517,3,0,2,1,14,2
24,70,3,1,3,1,14,1
34,202,5,1,6,,4,2
16,43,5,1,5,2,9,2
5,271,3,0,2,1,36,
5,529,3,0,3,2,14,3
34,24,5,1,6,,9,2
11,272,6,1,7,,8,2
34,54,5,1,5,4,9,1
34,32,5,1,6,,23,2
11,176,5,1,5,,34,2
30,362,3,1,4,,14,2
34,181,5,1,5,4,9,1
34,405,5,1,6,,9,2
11,14,5,1,6,,9,2
34,12,5,1,6,,9,2
30,434,3,1,4,,14,2
30,111,3,0,2,2,14,2
30,250,3,0,2,2,14,2
11,95,5,1,6,,9,2
30,7,5,1,6,5,13,3
11,115,3,1,3,2,12,2
11,201,5,2,6,,10,2
11,95,5,1,6,,9,2
11,32,5,0,5,,9,2
11,567,5,1,5,,9,2
5,568,3,0,2,2,12,
11,134,3,1,2,,12,1
11,47,3,0,2,,12,2
5,217,3,0,2,2,12,
17,52,3,1,2,2,12,2
34,260,4,1,6,,12,2
23,19,4,0,3,,7,2
23,457,3,0,2,2,35,1
23,18,4,0,3,2,35,2
23,180,5,0,5,4,10,2
23,1,5,1,2,2,54,2
14,126,3,0,2,1,12,
23,129,1,1,1,,14,1
23,41,2,1,2,1,3,1
23,149,2,2,3,1,3,1
11,51,4,1,5,3,3,2
11,24,4,1,5,3,3,2
11,338,4,1,5,3,3,1
11,386,2,0,3,1,14,2
11,95,3,1,3,2,12,2
11,364,1,0,1,1,11,1
11,231,2,0,2,2,16,2
11,547,3,0,2,2,12,
11,38,2,0,2,1,11,2
22,90,4,0,2,2,14,3
15,260,5,2,6,4,10,2
29,95,5,1,3,,9,2
2,61,1,0,2,1,1,1
16,461,4,0,3,2,7,2
22,213,3,0,4,2,11,2
11,41,3,0,2,2,12,1
11,569,3,1,3,2,12,
19,7,5,1,6,4,9,3
33,375,4,1,6,3,8,3
9,503,2,0,2,1,11,1
7,512,2,0,2,1,14,1
23,43,6,0,3,2,18,2
23,2,,,,12,2,3
23,570,4,0,3,2,7,3
23,105,5,1,5,4,2,2
23,335,5,2,5,5,8,2
